ACC_X,ACC_Y,ACC_Z,BVP,EDA,TEMP,label,subject
-34.0,-54.0,7.0,26.07,0.270188,32.27,1,S14
-30.0,-7.0,-57.0,30.96,0.11923,33.07,1,S4
-34.0,-8.0,-54.0,41.76,0.18063,32.91,1,S4
57.0,29.0,10.0,-14.92,0.100211,35.68,1,S2
-20.0,-7.0,-61.0,41.45,0.121788,33.05,1,S4
-43.0,-44.0,17.0,-8.33,0.3188,33.03,2,S14
-66.0,-23.0,31.0,13.99,0.350781,32.83,2,S14
55.0,23.0,23.0,79.06,0.319318,35.84,1,S2
56.0,28.0,-6.0,0.09,0.096367,35.68,1,S2
-49.0,-39.0,-17.0,4.21,0.290656,32.15,1,S14
-31.0,56.0,9.0,2.02,2.951279,32.11,2,S3
-18.0,-11.0,-61.0,38.13,0.125626,32.99,1,S4
-65.0,0.0,8.0,-39.3,0.188305,31.47,4,S4
-30.0,58.0,8.0,-110.0,1.593006,32.75,2,S4
62.0,0.0,12.0,-39.24,0.189904,34.25,4,S2
-29.0,-55.0,12.0,-8.63,0.265071,32.25,1,S14
49.0,12.0,-38.0,-31.39,0.102773,35.73,1,S2
-21.0,-7.0,-62.0,56.83,0.120509,33.07,1,S4
58.0,17.0,22.0,-309.08,0.2245,35.75,1,S2
-44.0,18.0,43.0,58.46,0.172955,32.73,3,S4
-30.0,-55.0,9.0,27.79,0.263792,32.07,1,S14
-18.0,-7.0,-61.0,50.05,0.121788,33.05,1,S4
-48.0,-43.0,-6.0,23.01,0.303449,32.23,1,S14
48.0,32.0,27.0,3.17,0.669191,35.75,1,S2
-64.0,14.0,-5.0,-10.31,0.458956,30.55,4,S3
-33.0,-8.0,-55.0,12.97,0.108996,33.13,1,S4
16.0,-58.0,14.0,12.16,1.166347,32.63,2,S2
-45.0,0.0,46.0,-19.24,0.365424,30.99,3,S3
62.0,0.0,12.0,16.99,0.178372,34.31,4,S2
14.0,-59.0,15.0,91.33,0.897199,33.57,2,S2
-51.0,-36.0,5.0,-18.49,0.346944,32.79,2,S14
-37.0,51.0,12.0,6.1,4.133948,32.37,2,S3
-54.0,-38.0,-10.0,25.6,0.277864,32.25,1,S14
51.0,22.0,15.0,-199.15,0.083553,35.63,1,S2
-31.0,-54.0,12.0,-25.21,0.268909,32.13,1,S14
62.0,0.0,12.0,-9.59,0.164277,34.59,4,S2
-16.0,62.0,7.0,-6.66,0.3188,31.97,3,S14
-57.0,-7.0,-31.0,-7.86,0.107717,33.05,1,S4
-59.0,-7.0,26.0,18.59,1.429033,32.84,1,S3
-31.0,-49.0,26.0,18.41,0.329034,33.18,2,S14
-56.0,7.0,32.0,23.54,0.316242,31.71,4,S14
-63.0,-5.0,19.0,44.23,1.25222,32.84,1,S3
-18.0,60.0,11.0,-2.9,0.320079,31.87,3,S14
-56.0,7.0,31.0,-23.39,0.314962,31.67,4,S14
-65.0,0.0,-4.0,-21.61,0.158884,32.79,4,S4
-65.0,-1.0,8.0,17.37,0.282981,32.23,1,S14
-54.0,4.0,36.0,4.24,0.312404,32.5,4,S14
-44.0,18.0,43.0,43.9,0.172955,32.75,3,S4
-56.0,7.0,32.0,22.16,0.3188,31.77,4,S14
-56.0,7.0,31.0,10.28,0.309845,31.63,4,S14
-56.0,8.0,32.0,13.99,0.314962,31.75,4,S14
-56.0,7.0,31.0,8.88,0.317521,31.73,4,S14
-32.0,-9.0,-56.0,25.36,0.156326,32.89,1,S4
-42.0,-2.0,48.0,7.06,0.406424,33.13,1,S3
-48.0,19.0,39.0,43.82,0.18063,32.77,3,S4
-46.0,44.0,11.0,2.62,0.347487,30.93,4,S3
-42.0,-2.0,48.0,-11.7,0.396174,33.15,1,S3
-48.0,-37.0,-26.0,15.59,0.288098,32.21,1,S14
-18.0,60.0,12.0,-14.77,0.321359,31.95,3,S14
-56.0,8.0,31.0,4.02,0.314962,31.67,4,S14
-52.0,1.0,38.0,13.17,1.18047,32.99,1,S3
-17.0,-38.0,-37.0,30.23,0.337989,32.66,2,S14
-47.0,45.0,5.0,-3.31,0.329549,30.83,4,S3
-54.0,4.0,35.0,13.86,0.312404,32.5,4,S14
-32.0,-47.0,27.0,-3.83,0.326476,33.11,2,S14
-31.0,-48.0,26.0,4.99,0.332872,33.18,2,S14
57.0,22.0,18.0,9.25,0.298817,33.68,4,S2
60.0,4.0,10.0,179.21,0.133525,35.53,1,S2
-34.0,54.0,8.0,3.57,4.8906,32.29,2,S3
-53.0,5.0,36.0,12.6,0.320079,32.45,4,S14
61.0,9.0,22.0,1.69,0.165559,35.93,1,S2
-58.0,-4.0,29.0,-18.07,2.361499,32.68,1,S3
-18.0,61.0,11.0,30.28,2.902865,32.45,2,S4
-25.0,-45.0,-38.0,82.29,0.298332,32.15,1,S14
-46.0,45.0,9.0,0.57,0.337237,30.93,4,S3
-37.0,-8.0,-53.0,-35.89,0.304728,32.21,1,S14
-55.0,-7.0,33.0,0.52,4.222355,32.66,1,S3
-59.0,-6.0,19.0,3.69,1.230439,32.89,1,S3
-32.0,-46.0,14.0,8.26,0.345664,32.68,2,S14
59.0,0.0,-20.0,8.39,0.195029,34.25,3,S2
42.0,13.0,-44.0,18.43,0.115587,35.79,1,S2
15.0,-58.0,15.0,-15.25,1.165066,32.89,2,S2
17.0,-59.0,14.0,30.13,1.094593,32.84,2,S2
-54.0,-4.0,34.0,0.83,0.410268,33.15,1,S3
-33.0,-9.0,-56.0,-26.96,0.16528,32.89,1,S4
61.0,-12.0,15.0,-89.25,1.435526,35.81,1,S2
-47.0,-34.0,-30.0,-30.99,0.290656,32.15,1,S14
44.0,29.0,30.0,106.12,0.352633,35.89,1,S2
-62.0,2.0,18.0,-24.57,0.198538,31.39,4,S4
-64.0,0.0,-16.0,-0.0,0.345664,32.84,2,S14
-18.0,-45.0,-42.0,7.05,0.11923,33.03,1,S4
-65.0,0.0,6.0,7.5,0.188305,31.47,4,S4
64.0,0.0,-5.0,4.68,0.211686,34.21,3,S2
-65.0,-2.0,-3.0,31.04,0.156326,32.91,4,S4
-33.0,-55.0,-7.0,-43.75,0.307287,32.15,1,S14
-49.0,-38.0,-21.0,16.91,0.288098,32.23,1,S14
-51.0,19.0,35.0,-104.58,0.171676,32.77,3,S4
57.0,23.0,17.0,-14.68,0.206561,33.65,4,S2
-47.0,-4.0,43.0,9.66,0.396174,30.85,3,S3
53.0,23.0,24.0,-1.52,0.416699,35.83,1,S2
-38.0,-8.0,-52.0,10.5,0.303449,32.18,1,S14
-54.0,-3.0,34.0,5.19,0.416674,33.16,1,S3
-34.0,-6.0,-54.0,-6.74,0.108996,33.13,1,S4
21.0,11.0,58.0,16.17,0.984497,35.71,1,S2
-17.0,-47.0,-41.0,-58.28,0.115392,33.0,1,S4
-18.0,-7.0,-61.0,4.56,0.120509,33.05,1,S4
54.0,26.0,20.0,-18.07,0.471797,35.79,1,S2
-56.0,-31.0,13.0,-0.38,0.367987,33.27,1,S3
0.0,-52.0,35.0,-26.3,0.400018,30.69,3,S3
-62.0,1.0,20.0,10.28,0.188305,31.43,4,S4
-31.0,55.0,10.0,1.39,3.41297,32.15,2,S3
84.0,6.0,13.0,-5.25,0.521838,35.83,1,S2
-29.0,57.0,10.0,0.06,1.937404,31.97,2,S3
57.0,16.0,22.0,-3.51,0.203999,35.79,1,S2
-31.0,56.0,9.0,5.7,2.938466,32.09,2,S3
-60.0,-19.0,-15.0,7.29,0.84212,33.29,1,S3
-17.0,-7.0,-62.0,45.78,0.114113,33.09,1,S4
28.0,55.0,-14.0,57.31,0.247564,34.09,3,S2
-31.0,-55.0,12.0,6.76,0.266351,32.23,1,S14
-45.0,-9.0,-47.0,36.8,0.111555,33.07,1,S4
-20.0,-4.0,-61.0,9.51,0.120509,33.07,1,S4
-42.0,-2.0,48.0,-6.59,0.398737,33.15,1,S3
15.0,-59.0,15.0,132.96,1.007462,33.37,2,S2
-31.0,-55.0,9.0,26.39,0.265071,32.07,1,S14
-64.0,13.0,-6.0,15.0,0.457675,30.59,4,S3
-31.0,-48.0,27.0,-6.11,0.329034,33.21,2,S14
14.0,-59.0,13.0,-21.69,1.030526,33.33,2,S2
-32.0,56.0,12.0,-1.9,3.976641,32.39,2,S3
-54.0,4.0,36.0,-13.6,0.3188,32.53,4,S14
-46.0,45.0,9.0,-0.45,0.333393,30.89,4,S3
-64.0,-7.0,-12.0,40.78,0.190863,32.83,1,S4
1.0,-58.0,25.0,36.78,1.017652,33.25,1,S3
-32.0,-54.0,11.0,28.76,0.286819,32.13,1,S14
16.0,-59.0,15.0,-30.56,0.989524,33.25,2,S2
-31.0,-48.0,27.0,22.29,0.330313,33.18,2,S14
-56.0,8.0,31.0,16.77,0.314962,31.67,4,S14
56.0,23.0,17.0,17.36,0.179653,33.87,4,S2
16.0,-59.0,16.0,6.26,0.853633,33.57,2,S2
57.0,23.0,17.0,16.36,0.197592,33.66,4,S2
-44.0,54.0,18.0,-1.13,2.929497,32.47,2,S3
-12.0,61.0,9.0,90.3,2.228955,32.23,2,S4
-15.0,62.0,8.0,3.48,0.321359,31.97,3,S14
-38.0,-7.0,-53.0,-17.01,0.308566,32.11,1,S14
-30.0,-55.0,7.0,-33.43,0.270188,32.21,1,S14
-57.0,-4.0,30.0,14.25,2.375593,32.68,1,S3
-17.0,61.0,10.0,-74.15,2.580208,32.45,2,S4
-34.0,-54.0,11.0,-17.78,0.420518,30.83,3,S3
-63.0,-4.0,15.0,9.02,0.402581,31.11,4,S3
-59.0,-26.0,-6.0,-8.48,1.085657,33.18,1,S3
-54.0,4.0,36.0,22.8,0.314962,32.53,4,S14
54.0,23.0,23.0,-21.95,0.150183,35.89,1,S2
-20.0,-5.0,-61.0,31.31,0.120509,33.07,1,S4
-27.0,-56.0,13.0,27.15,0.268909,32.09,1,S14
57.0,26.0,-7.0,5.38,0.098929,35.65,1,S2
-48.0,-36.0,22.0,-12.7,0.352061,32.84,2,S14
-45.0,-38.0,-21.0,-10.63,0.277864,32.05,1,S14
-62.0,2.0,18.0,-19.77,0.19598,31.39,4,S4
15.0,-63.0,17.0,47.31,0.776753,34.05,2,S2
-21.0,60.0,11.0,87.64,2.429265,32.39,2,S4
-63.0,1.0,17.0,5.65,0.181909,31.47,4,S4
-44.0,18.0,43.0,57.52,0.174234,32.77,3,S4
-56.0,8.0,31.0,20.24,0.312404,31.71,4,S14
-44.0,4.0,47.0,-76.38,0.19598,31.37,4,S4
12.0,-62.0,22.0,-211.15,0.75369,34.07,2,S2
-19.0,60.0,12.0,5.3,0.320079,32.0,3,S14
-45.0,-9.0,-47.0,-18.43,0.115392,33.05,1,S4
-17.0,63.0,8.0,77.37,2.192618,32.27,2,S4
-46.0,45.0,9.0,3.44,0.337237,30.93,4,S3
39.0,37.0,33.0,-3.31,0.621782,35.75,1,S2
-44.0,-44.0,14.0,-18.12,0.298332,33.11,2,S14
-39.0,-28.0,42.0,-30.77,6.352516,32.65,1,S3
11.0,-43.0,45.0,-28.37,2.166749,32.87,1,S3
-46.0,45.0,8.0,-0.6,0.328268,30.83,4,S3
-19.0,-4.0,-62.0,4.62,0.120509,33.05,1,S4
-64.0,13.0,-6.0,3.96,0.470487,30.49,4,S3
-34.0,-6.0,-55.0,27.69,0.116671,33.11,1,S4
-63.0,14.0,-6.0,5.04,0.453831,30.61,4,S3
-20.0,60.0,8.0,-79.87,2.15988,32.25,2,S4
6.0,-54.0,31.0,2.18,0.405143,30.87,3,S3
-33.0,-49.0,25.0,-27.11,0.329034,33.21,2,S14
-18.0,60.0,12.0,5.93,0.321359,31.93,3,S14
-33.0,55.0,9.0,0.63,2.916685,32.11,2,S3
-65.0,-3.0,-2.0,-35.43,0.153767,32.95,4,S4
-55.0,-34.0,-5.0,12.92,3.720391,32.68,1,S3
-18.0,60.0,11.0,-3.73,0.321359,31.89,3,S14
57.0,23.0,17.0,25.38,0.178372,34.05,4,S2
-17.0,-7.0,-62.0,22.84,0.116671,33.07,1,S4
-43.0,-7.0,-49.0,18.81,0.111555,33.09,1,S4
-56.0,8.0,32.0,-27.7,0.320079,31.69,4,S14
-48.0,-30.0,31.0,19.13,4.648443,32.63,1,S3
-63.0,-4.0,15.0,-35.96,0.401299,31.11,4,S3
-23.0,61.0,4.0,10.67,2.621142,32.63,2,S4
-24.0,57.0,-2.0,-53.63,2.49225,32.55,2,S4
-17.0,-7.0,-61.0,-2.59,0.120509,33.05,1,S4
15.0,-59.0,13.0,-82.21,1.102281,32.95,2,S2
21.0,-59.0,13.0,105.46,0.748564,34.09,2,S2
-55.0,-4.0,34.0,-35.7,0.439737,33.16,1,S3
-37.0,-8.0,-52.0,24.08,0.306008,32.21,1,S14
-65.0,-1.0,6.0,1.28,0.185747,31.49,4,S4
-38.0,-7.0,-53.0,41.23,0.314962,32.11,1,S14
-32.0,-55.0,8.0,-41.79,0.268909,32.23,1,S14
-18.0,-8.0,-61.0,21.09,0.123067,33.07,1,S4
-63.0,-5.0,15.0,-7.22,2.000186,32.84,1,S3
62.0,-1.0,12.0,13.95,0.143776,34.73,4,S2
-62.0,2.0,19.0,11.31,0.194701,31.39,4,S4
54.0,25.0,20.0,14.68,0.478203,35.79,1,S2
16.0,-60.0,12.0,-13.51,1.171473,32.59,2,S2
-65.0,-2.0,-2.0,18.69,0.157605,32.89,4,S4
-35.0,59.0,-9.0,11.4,2.170872,32.29,2,S4
-27.0,59.0,10.0,10.45,0.438456,32.63,2,S3
-37.0,-6.0,-52.0,114.98,0.30217,32.18,1,S14
-48.0,19.0,38.0,33.19,0.176793,32.77,3,S4
63.0,-1.0,-5.0,-14.93,0.188623,34.33,3,S2
0.0,-58.0,24.0,-12.38,1.024058,33.23,1,S3
-55.0,10.0,32.0,-5.16,0.316242,31.67,4,S14
54.0,26.0,21.0,2.15,0.092523,35.93,1,S2
-63.0,-5.0,16.0,41.91,0.277864,32.25,1,S14
47.0,32.0,30.0,54.9,0.492367,35.83,1,S2
-54.0,-32.0,15.0,3.03,0.362862,33.25,1,S3
-50.0,-38.0,-18.0,23.74,0.308566,32.18,1,S14
56.0,22.0,17.0,354.04,0.321881,33.71,4,S2
-64.0,13.0,-6.0,9.58,0.467925,30.51,4,S3
-33.0,-9.0,-55.0,1.14,0.143534,32.89,1,S4
-57.0,-8.0,-30.0,-57.94,0.11923,33.05,1,S4
17.0,-59.0,15.0,-253.93,0.689623,34.07,2,S2
54.0,9.0,-28.0,-8.22,0.142495,35.91,1,S2
-17.0,61.0,8.0,10.56,0.316242,31.97,3,S14
-51.0,19.0,35.0,42.69,0.178072,32.77,3,S4
-30.0,57.0,10.0,8.84,1.937404,31.97,2,S3
-56.0,7.0,32.0,11.06,0.317521,31.73,4,S14
-64.0,13.0,-6.0,5.85,0.469206,30.49,4,S3
-23.0,60.0,6.0,-20.24,2.42159,32.55,2,S4
-19.0,-4.0,-61.0,4.3,0.121788,33.07,1,S4
-30.0,56.0,11.0,4.53,3.48472,32.15,2,S3
-54.0,-5.0,42.0,-4.82,1.189439,32.89,1,S3
58.0,19.0,19.0,-13.89,0.251408,35.75,1,S2
-17.0,62.0,7.0,-1.48,0.320079,31.95,3,S14
57.0,23.0,17.0,19.07,0.264221,33.63,4,S2
63.0,1.0,11.0,1.61,0.28216,34.03,4,S2
-55.0,-4.0,34.0,-11.31,0.420518,33.15,1,S3
-55.0,-3.0,34.0,-12.86,0.428206,33.16,1,S3
-24.0,-59.0,-8.0,-2.07,0.268909,32.27,1,S14
-65.0,-3.0,-1.0,27.47,0.152488,32.95,4,S4
-55.0,-4.0,34.0,-11.47,0.378237,30.95,3,S3
-16.0,61.0,11.0,170.25,2.298031,32.23,2,S4
-67.0,-4.0,9.0,-39.48,0.183188,31.49,4,S4
59.0,3.0,17.0,10.73,0.202717,34.47,3,S2
-35.0,-1.0,-17.0,2.73,0.517893,32.59,2,S3
-49.0,1.0,42.0,45.16,0.16528,32.83,3,S4
-55.0,8.0,33.0,-17.72,0.322638,31.69,4,S14
51.0,29.0,22.0,0.31,0.506393,35.77,1,S2
-17.0,63.0,9.0,20.48,2.087726,32.31,2,S4
-18.0,61.0,10.0,-127.5,1.979516,32.23,2,S4
-20.0,-5.0,-61.0,-41.38,0.121788,33.05,1,S4
-18.0,-54.0,-29.0,-45.09,0.298332,32.03,1,S14
-24.0,-31.0,-51.0,35.77,0.126905,32.93,1,S4
-52.0,1.0,38.0,-12.84,1.21122,32.87,1,S3
-23.0,-9.0,-59.0,-55.12,0.11923,33.05,1,S4
47.0,23.0,-36.0,23.51,0.104055,35.66,1,S2
-20.0,-7.0,-61.0,32.74,0.121788,33.07,1,S4
-24.0,-59.0,-8.0,24.98,0.26763,32.23,1,S14
-21.0,-11.0,-60.0,-51.42,0.125626,32.99,1,S4
-17.0,61.0,9.0,-24.91,2.108713,32.23,2,S4
-17.0,-7.0,-62.0,2.82,0.11923,33.07,1,S4
-23.0,-50.0,-31.0,4.58,0.313683,32.15,1,S14
-30.0,56.0,9.0,1.87,1.767483,31.93,2,S3
57.0,18.0,18.0,27.7,0.171965,35.89,1,S2
-54.0,-34.0,-9.0,-3.06,0.293215,32.18,1,S14
-56.0,7.0,32.0,-3.06,0.313683,31.73,4,S14
-26.0,-11.0,-59.0,-57.65,0.126905,32.97,1,S4
63.0,0.0,-12.0,82.51,0.197592,34.25,3,S2
81.0,22.0,24.0,6.5,1.359927,35.79,1,S2
41.0,13.0,-46.0,2.41,0.116868,35.93,1,S2
-59.0,9.0,-23.0,2.3,0.525581,32.61,2,S3
57.0,22.0,17.0,-20.01,0.257814,33.65,4,S2
-17.0,62.0,8.0,125.75,2.357632,32.34,2,S4
-46.0,-36.0,30.0,-61.0,0.203655,32.81,1,S4
-42.0,-2.0,48.0,4.54,0.403862,33.13,1,S3
-54.0,4.0,36.0,17.15,0.317521,32.5,4,S14
-46.0,45.0,9.0,4.85,0.333393,30.83,4,S3
-33.0,56.0,11.0,-2.19,1.91739,31.95,2,S3
-19.0,61.0,12.0,6.91,0.322638,31.99,3,S14
-35.0,-6.0,-55.0,-32.51,0.114113,33.11,1,S4
17.0,-60.0,12.0,-81.44,1.045902,33.11,2,S2
-46.0,45.0,12.0,-18.42,0.348768,30.93,4,S3
59.0,-1.0,-20.0,11.4,0.192467,34.25,3,S2
62.0,1.0,-2.0,-25.1,0.188623,34.31,3,S2
-51.0,-36.0,-20.0,-44.92,0.288098,32.07,1,S14
-65.0,0.0,-5.0,-0.76,0.153767,32.77,4,S4
-65.0,-2.0,-3.0,22.5,0.153767,32.91,4,S4
63.0,1.0,-4.0,-36.05,0.229625,34.37,3,S2
-56.0,7.0,32.0,6.19,0.320079,31.69,4,S14
-31.0,-54.0,-5.0,63.97,0.304728,32.09,1,S14
-54.0,4.0,36.0,-3.94,0.320079,32.5,4,S14
25.0,57.0,13.0,-9.32,0.23475,34.03,3,S2
58.0,26.0,-3.0,13.57,0.098929,35.65,1,S2
-19.0,62.0,6.0,-122.89,2.078772,32.34,2,S4
-65.0,-2.0,-2.0,-8.23,0.153767,32.84,4,S4
-56.0,8.0,31.0,11.78,0.312404,31.59,4,S14
-43.0,-44.0,15.0,-22.56,0.304728,32.97,2,S14
-64.0,-5.0,10.0,-0.06,0.411549,31.05,4,S3
16.0,-59.0,12.0,-108.77,1.074091,33.31,2,S2
-16.0,-7.0,-61.0,21.12,0.120509,33.07,1,S4
-55.0,10.0,-34.0,-157.62,0.350781,32.83,2,S14
-30.0,55.0,9.0,-0.97,2.946154,32.09,2,S3
-44.0,19.0,43.0,44.17,0.171676,32.75,3,S4
-65.0,-2.0,-2.0,25.19,0.155047,32.87,4,S4
-21.0,-5.0,-60.0,-38.14,0.121788,33.09,1,S4
-25.0,-59.0,-8.0,-4.9,0.271468,32.29,1,S14
-64.0,12.0,-7.0,-2.96,0.470487,30.47,4,S3
-65.0,-2.0,-2.0,4.19,0.153767,32.93,4,S4
-16.0,1.0,26.0,-8.81,3.895922,32.39,2,S3
-27.0,-52.0,-24.0,-31.28,0.294494,32.03,1,S14
16.0,-60.0,12.0,-20.16,0.637088,33.87,2,S2
63.0,0.0,-5.0,-3.24,0.20528,34.16,3,S2
-56.0,8.0,31.0,-11.06,0.313683,31.65,4,S14
63.0,0.0,-5.0,27.89,0.220656,34.39,3,S2
-62.0,2.0,17.0,-30.74,0.181909,31.43,4,S4
-58.0,-5.0,21.0,-73.06,1.35472,32.83,1,S3
-48.0,19.0,38.0,-94.41,0.187026,32.77,3,S4
57.0,23.0,17.0,-23.12,0.168121,34.34,4,S2
43.0,13.0,-44.0,21.18,0.116868,35.79,1,S2
39.0,37.0,33.0,-27.48,0.623063,35.75,1,S2
-52.0,-1.0,38.0,-17.03,0.449987,33.16,1,S3
-20.0,60.0,11.0,19.44,0.320079,32.0,3,S14
17.0,-59.0,13.0,1.47,0.740876,33.57,2,S2
-45.0,-44.0,10.0,62.34,0.297053,32.97,2,S14
-54.0,-34.0,-10.0,-34.75,0.293215,32.18,1,S14
-30.0,55.0,7.0,2.83,4.524161,32.29,2,S3
-38.0,-8.0,-53.0,17.97,0.307287,32.18,1,S14
-65.0,0.0,-4.0,5.15,0.153767,32.77,4,S4
-64.0,13.0,-6.0,12.41,0.470487,30.51,4,S3
-30.0,57.0,9.0,-4.2,4.443442,32.27,2,S3
63.0,1.0,1.0,28.1,0.2245,34.37,3,S2
63.0,0.0,-5.0,21.3,0.219374,34.39,3,S2
52.0,24.0,-31.0,13.16,0.100211,35.68,1,S2
-33.0,-55.0,0.0,-26.06,0.265071,32.23,1,S14
15.0,-59.0,16.0,6.03,0.929232,33.5,2,S2
-37.0,-7.0,-53.0,-24.33,0.311125,32.11,1,S14
-44.0,-1.0,47.0,7.23,0.365424,30.97,3,S3
-63.0,1.0,15.0,5.86,0.179351,31.45,4,S4
-64.0,13.0,-6.0,7.48,0.469206,30.51,4,S3
-29.0,57.0,9.0,7.22,1.531733,31.91,2,S3
-46.0,45.0,9.0,0.13,0.335955,30.91,4,S3
-55.0,10.0,33.0,-10.7,0.321359,31.65,4,S14
-19.0,-6.0,-61.0,7.6,0.120509,33.09,1,S4
-58.0,-10.0,-29.0,-3.17,4.454973,32.34,2,S3
-43.0,-44.0,17.0,5.95,0.316242,33.03,2,S14
-64.0,13.0,-6.0,5.93,0.455112,30.61,4,S3
-20.0,-6.0,-61.0,29.29,0.120509,33.07,1,S4
49.0,15.0,39.0,-94.81,0.171965,35.91,1,S2
57.0,23.0,17.0,-4.73,0.171965,34.33,4,S2
-64.0,13.0,-6.0,10.35,0.469206,30.51,4,S3
-19.0,61.0,11.0,-0.46,0.317521,31.99,3,S14
-40.0,-6.0,49.0,-14.21,2.077061,32.81,1,S3
62.0,1.0,11.0,-5.81,0.229625,33.99,4,S2
15.0,-58.0,10.0,45.11,0.787004,33.59,2,S2
-27.0,57.0,6.0,1.66,2.262973,32.49,2,S4
-63.0,1.0,17.0,13.03,0.184468,31.43,4,S4
-48.0,19.0,38.0,16.88,0.183188,32.77,3,S4
-33.0,59.0,11.0,16.32,0.424362,32.61,2,S3
-37.0,-7.0,-52.0,10.5,0.308566,32.13,1,S14
-65.0,-1.0,8.0,9.68,0.187026,31.47,4,S4
-21.0,60.0,11.0,69.35,2.307744,32.43,2,S4
-50.0,0.0,42.0,8.04,0.171676,32.79,3,S4
-15.0,62.0,6.0,-0.39,0.3188,31.97,3,S14
-63.0,-4.0,15.0,29.85,0.401299,31.09,4,S3
-47.0,-8.0,43.0,10.8,5.951483,32.59,1,S3
42.0,13.0,-45.0,23.93,0.111743,35.89,1,S2
-56.0,-31.0,9.0,-15.34,1.657296,32.84,1,S3
-63.0,-33.0,14.0,125.69,0.194701,32.81,1,S4
-29.0,56.0,9.0,-24.55,4.23773,32.23,2,S3
57.0,22.0,17.0,16.19,0.25397,33.63,4,S2
-14.0,-54.0,33.0,56.92,0.280422,32.07,1,S14
-44.0,-45.0,13.0,17.04,0.30217,33.09,2,S14
43.0,14.0,-44.0,-32.23,0.116868,35.73,1,S2
-52.0,-10.0,-35.0,1.83,0.583237,32.57,2,S3
-27.0,60.0,6.0,5.66,2.213085,32.47,2,S4
16.0,-59.0,14.0,32.21,1.045902,32.95,2,S2
-32.0,-9.0,-56.0,33.93,0.179351,32.91,1,S4
-62.0,-20.0,-7.0,-0.18,0.756276,33.47,1,S3
-31.0,-55.0,11.0,6.69,0.270188,32.18,1,S14
-54.0,-36.0,-6.0,-33.56,2.032217,32.84,1,S3
-16.0,-8.0,-62.0,18.26,0.116671,33.07,1,S4
-46.0,-8.0,44.0,13.1,5.862227,32.55,1,S3
-16.0,62.0,7.0,1.4,0.314962,31.95,3,S14
-56.0,8.0,31.0,-4.36,0.313683,31.65,4,S14
-44.0,18.0,43.0,42.93,0.175513,32.75,3,S4
-62.0,-10.0,-31.0,4.99,0.100042,33.09,1,S4
-34.0,-5.0,-54.0,16.99,0.114113,33.11,1,S4
-19.0,61.0,7.0,49.51,2.6237,32.63,2,S4
62.0,0.0,12.0,-23.09,0.183497,34.29,4,S2
-56.0,7.0,32.0,6.51,0.320079,31.71,4,S14
-44.0,0.0,47.0,6.11,0.367987,30.97,3,S3
-46.0,-18.0,-46.0,-28.85,0.1026,33.09,1,S4
-31.0,-50.0,-24.0,69.18,0.299611,32.03,1,S14
-45.0,1.0,45.0,4.55,0.375674,30.97,3,S3
-60.0,-5.0,25.0,4.5,0.353893,30.95,3,S3
-21.0,-11.0,-60.0,-39.22,0.125626,32.99,1,S4
-32.0,-13.0,54.0,48.21,4.90085,32.61,1,S3
-54.0,-2.0,35.0,-47.79,0.389768,30.89,3,S3
-18.0,-7.0,-62.0,-52.55,0.126905,32.93,1,S4
-34.0,-54.0,9.0,0.72,0.270188,32.27,1,S14
-31.0,-8.0,-57.0,38.22,0.169117,32.93,1,S4
54.0,11.0,-31.0,-16.01,0.141213,35.91,1,S2
56.0,23.0,17.0,-4.63,0.173247,34.31,4,S2
-35.0,-53.0,12.0,-10.32,0.414112,30.83,3,S3
62.0,0.0,-14.0,12.49,0.197592,34.25,3,S2
62.0,0.0,12.0,-7.12,0.16684,34.59,4,S2
22.0,-52.0,26.0,-0.61,0.588432,33.18,1,S3
63.0,0.0,11.0,9.4,0.218093,34.05,4,S2
-31.0,51.0,13.0,-4.21,0.316242,31.87,3,S14
-56.0,7.0,31.0,15.47,0.314962,31.75,4,S14
62.0,0.0,10.0,6.96,0.307786,34.07,4,S2
-58.0,-5.0,25.0,13.28,1.277845,32.81,1,S3
-39.0,-6.0,-40.0,1.17,2.828278,32.49,2,S3
20.0,-58.0,16.0,7.39,0.602492,33.89,2,S2
-19.0,-5.0,-61.0,33.26,0.116671,33.07,1,S4
-17.0,-8.0,-61.0,42.59,0.11923,33.07,1,S4
-47.0,9.0,43.0,-101.51,0.198538,31.37,4,S4
-28.0,59.0,13.0,-123.07,2.162438,32.23,2,S4
54.0,21.0,25.0,16.85,0.287285,35.83,1,S2
-56.0,-31.0,9.0,13.18,1.630389,32.84,1,S3
-33.0,-48.0,26.0,5.62,0.329034,33.18,2,S14
-59.0,-6.0,25.0,21.89,0.352612,30.95,3,S3
-44.0,18.0,43.0,16.44,0.171676,32.73,3,S4
-16.0,62.0,7.0,-1.98,0.3188,31.95,3,S14
56.0,23.0,17.0,-37.06,0.209124,33.65,4,S2
13.0,-60.0,18.0,116.03,0.658871,33.71,2,S2
55.0,26.0,20.0,8.54,0.44617,35.79,1,S2
-25.0,60.0,2.0,37.1,2.914073,32.63,2,S4
-31.0,-55.0,7.0,-35.58,0.272747,32.21,1,S14
-54.0,-35.0,-6.0,38.44,2.071936,32.84,1,S3
16.0,-60.0,14.0,10.94,1.163785,32.59,2,S2
-22.0,60.0,11.0,-260.73,2.55365,32.5,2,S4
-62.0,2.0,19.0,8.07,0.192143,31.39,4,S4
